0.000000		    0.000000 		     0.000000 		  0.000000
1.000000		    2.367879 		     1.000000 		  1.666667
2.000000		    3.135335 		     2.000000 		  2.888889
3.000000		    4.049787 		     3.000000 		  3.962963
4.000000		    5.018316 		     4.000000 		  4.987654
5.000000		    6.006738 		     5.000000 		  5.995884
6.000000		    7.002479 		     6.000000 		  6.998628
7.000000		    8.000912 		     7.000000 		  7.999543
8.000000		    9.000336 		     8.000000 		  8.999847
9.000000		    10.000123 		     9.000000 		  9.999949
10.000000		    11.000046 		     10.000000 		  10.999984
