0.000000		    0.000000 		     0.000000 		  0.000000
0.003000		    0.000089 		     0.003000 		  0.000000
0.006000		    0.000253 		     0.006000 		  0.000000
0.009000		    0.000465 		     0.009000 		  0.000000
0.012000		    0.000716 		     0.012000 		  0.000000
0.015000		    0.001000 		     0.015000 		  0.000000
0.018000		    0.001315 		     0.018000 		  0.000000
0.021000		    0.001657 		     0.021000 		  0.000000
0.024000		    0.002024 		     0.024000 		  0.000000
0.027000		    0.002415 		     0.027000 		  0.000000
0.030000		    0.002828 		     0.030000 		  0.000000
0.033000		    0.003263 		     0.033000 		  0.000000
0.036000		    0.003718 		     0.036000 		  0.000000
0.039000		    0.004192 		     0.039000 		  0.000000
0.042000		    0.004685 		     0.042000 		  0.000000
0.045000		    0.005196 		     0.045000 		  0.000000
0.048000		    0.005724 		     0.048000 		  0.000000
0.051000		    0.006269 		     0.051000 		  0.000000
0.054000		    0.006831 		     0.054000 		  0.000000
0.057000		    0.007408 		     0.057000 		  0.000000
0.060000		    0.008000 		     0.060000 		  0.000000
0.063000		    0.008607 		     0.063000 		  0.000000
0.066000		    0.009230 		     0.066000 		  0.000000
0.069000		    0.009866 		     0.069000 		  0.000000
0.072000		    0.010516 		     0.072000 		  0.000000
0.075000		    0.011180 		     0.075000 		  0.000000
0.078000		    0.011858 		     0.078000 		  0.000000
0.081000		    0.012548 		     0.081000 		  0.000000
0.084000		    0.013252 		     0.084000 		  0.000000
0.087000		    0.013968 		     0.087000 		  0.000000
0.090000		    0.014697 		     0.090000 		  0.000000
0.093000		    0.015438 		     0.093000 		  0.000000
0.096000		    0.016191 		     0.096000 		  0.000000
0.099000		    0.016956 		     0.099000 		  0.000000
0.102000		    0.017732 		     0.102000 		  0.000000
0.105000		    0.018520 		     0.105000 		  0.000000
0.108000		    0.019320 		     0.108000 		  0.000000
0.111000		    0.020130 		     0.111000 		  0.000000
0.114000		    0.020952 		     0.114000 		  0.000000
0.117000		    0.021784 		     0.117000 		  0.000000
0.120000		    0.022627 		     0.120000 		  0.000000
0.123000		    0.023481 		     0.123000 		  0.000000
0.126000		    0.024346 		     0.126000 		  0.000000
0.129000		    0.025220 		     0.129000 		  0.000000
0.132000		    0.026105 		     0.132000 		  0.000000
0.135000		    0.027000 		     0.135000 		  0.000000
0.138000		    0.027905 		     0.138000 		  0.000000
0.141000		    0.028820 		     0.141000 		  0.000000
0.144000		    0.029745 		     0.144000 		  0.000000
0.147000		    0.030679 		     0.147000 		  0.000000
0.150000		    0.031623 		     0.150000 		  0.000000
0.153000		    0.032576 		     0.153000 		  0.000000
0.156000		    0.033539 		     0.156000 		  0.000000
0.159000		    0.034511 		     0.159000 		  0.000000
0.162000		    0.035492 		     0.162000 		  0.000000
0.165000		    0.036483 		     0.165000 		  0.000000
0.168000		    0.037482 		     0.168000 		  0.000000
0.171000		    0.038491 		     0.171000 		  0.000000
0.174000		    0.039508 		     0.174000 		  0.000000
0.177000		    0.040534 		     0.177000 		  0.000000
0.180000		    0.041569 		     0.180000 		  0.000000
0.183000		    0.042613 		     0.183000 		  0.000000
0.186000		    0.043665 		     0.186000 		  0.000000
0.189000		    0.044726 		     0.189000 		  0.000000
0.192000		    0.045795 		     0.192000 		  0.000000
0.195000		    0.046872 		     0.195000 		  0.000000
0.198000		    0.047958 		     0.198000 		  0.000000
0.201000		    0.049052 		     0.201000 		  0.000000
0.204000		    0.050154 		     0.204000 		  0.000000
0.207000		    0.051265 		     0.207000 		  0.000000
0.210000		    0.052383 		     0.210000 		  0.000000
0.213000		    0.053510 		     0.213000 		  0.000000
0.216000		    0.054644 		     0.216000 		  0.000000
0.219000		    0.055787 		     0.219000 		  0.000000
0.222000		    0.056937 		     0.222000 		  0.000000
0.225000		    0.058095 		     0.225000 		  0.000000
0.228000		    0.059261 		     0.228000 		  0.000000
0.231000		    0.060434 		     0.231000 		  0.000000
0.234000		    0.061615 		     0.234000 		  0.000000
0.237000		    0.062804 		     0.237000 		  0.000000
0.240000		    0.064000 		     0.240000 		  0.000000
0.243000		    0.065204 		     0.243000 		  0.000000
0.246000		    0.066415 		     0.246000 		  0.000000
0.249000		    0.067634 		     0.249000 		  0.000000
0.252000		    0.068860 		     0.252000 		  0.000000
0.255000		    0.070093 		     0.255000 		  0.000000
0.258000		    0.071333 		     0.258000 		  0.000000
0.261000		    0.072581 		     0.261000 		  0.000000
0.264000		    0.073836 		     0.264000 		  0.000000
0.267000		    0.075098 		     0.267000 		  0.000000
0.270000		    0.076368 		     0.270000 		  0.000000
0.273000		    0.077644 		     0.273000 		  0.000000
0.276000		    0.078927 		     0.276000 		  0.000000
0.279000		    0.080218 		     0.279000 		  0.000000
0.282000		    0.081515 		     0.282000 		  0.000000
0.285000		    0.082819 		     0.285000 		  0.000000
0.288000		    0.084130 		     0.288000 		  0.000000
0.291000		    0.085448 		     0.291000 		  0.000000
0.294000		    0.086773 		     0.294000 		  0.000000
0.297000		    0.088104 		     0.297000 		  0.000000
0.300000		    0.089443 		     0.300000 		  0.000000
